Name,Status,Price,Note,Image,Link
Converse Unisex Chuck Taylor All Star Hi Tops Size 9M Washed Canvas Blue 171060C,Brand New,"1,465,116.28 VND",,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif,https://www.ebay.com/itm/155539579372?epid=3045638680&hash=item2436e1a1ec:g:6FYAAOSwoOBkVV8l&amdata=enc%3AAQAIAAAA4FeJySvDAfbzgPwLISv%2F3nYybI55CTtU97%2FzTQSJxgivNj0jH5dAZe%2BYCQJkS9p9c651rTEHwVQ9Jk01Sn11%2Btik8x0wGqHAUTWfpxDbdTvOs1EzTP%2BmKDDduKcd6CmO2t5xytErxuYTl3jyKKjFOLziVQaO8D89BLFbgCaatA5nLhsSX5ZaCGNsP19a1Y1pEzXN4fDx2f9gxXRXUHJOKzSV2PtH8y8GoJfolaUbHmTYvqIcB2AhDd4ei3emZ0OrL399NfP5vWAaC0PKiQNHdyilAwREMe1eLJJCS7jwyp7I%7Ctkp%3ABk9SR6Da3oCNYg
Converse Chuck 70 Gore-tex Mens Brown White Fashion Trainers,Brand New,"1,194,244.88 VND",,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif,https://www.ebay.com/itm/155002774556?hash=item2416e2a41c:g:VsgAAOSwz4dih5Ig&amdata=enc%3AAQAIAAAA4CZvhReV2JIHl4oxAbpOcMUen140WDkDEGlcPpAmve3uJxHxkyy%2FaYK3oIxB77tD50iyhrtzqIj1LUMA2NEgiYlM2b2zyAwpIrFQug5X0J3QYJlYj94%2BMxIP5yBPfUZfRXO92ByPDzMCLvWdpBJZ8iIaiuF%2FSnlrzWYpcmtOBVg1GWT9O5XyF5Qn4sH2yxCnmWZj5Xequ0KDdhGLhVV7v1RaOt9vbBwUkv5EpizeVMhJM%2BHar0goYhjHV6YUzAr5UGYuIFr25Wa5JqGcTnHgRsunBwuFRkhU3%2BEmQjTadVsa%7Ctkp%3ABk9SR6Da3oCNYg
Converse Chuck Taylor All Star Unisex Sneaker Shoes Run Star Crater 171575C,Brand New,"1,742,506.84 VND",,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif,https://www.ebay.com/itm/394289604002?hash=item5bcd7de5a2:g:HwUAAOSw1rdjSuFN&amdata=enc%3AAQAIAAAA4PZpg2oNJ1lsxyYB42no1Li5hKlNWRMpAbiZYwb5KZ6M%2FUweCnrdHIh8UAZzMg5rvwltGzigs%2FGJLsP%2BujW11TDIMrAEfqCAdR6UCNC7CC5YUcAV%2BCq8p51vWKCfw7z%2FNJifjrMikKnxzVd%2BL4Qn83I43BGEbT5OILPnxQRHfYhGJPFuzPN%2FXQ2oDUMym75VnwLkXVAJK%2Bd5jVeFUGauvhJhrWofDwuPFFgxANXse8QIjIQUEsuNy95MQ%2F1clPirlp1%2FWomiWrR%2FO9sz%2FLoqtiQxC7iC6qeOLoYNPKhPkBgy%7Ctkp%3ABk9SR6Da3oCNYg
Converse Chuck Taylor All Star Unisex Sneaker Shoes CTAS OX Obsidian 168827C,Brand New,"1,120,094.05 VND to 1,244,576.60 VND",,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif,https://www.ebay.com/itm/393981711462?hash=item5bbb23d466:g:sZ4AAOSwGGViK1bG&amdata=enc%3AAQAIAAAA4PFctTOK0pw5AYagdKycnxn9OTDaYAg7ydExfWOgQXtfOCnUcqGlrkWT3Ryy2bPvCGKYXj4P23Qd7CSCWiXr6sJcmQbSUtDT3cxbFzMYfuXRPupmbmJxfd7E3xw5tsGMNm7P%2Berw65PfaLyeOKPHejgmfADgOcRHmCAvCFBMWg0IM102Vr50GRQYhh9ezYmEfpCMVTA1IvREZKqNIwLVuCYegZN3wthqd4KlEvrKCv1Im0YV63CNBSAcUn928O7kFN6J0zJcvUeTQSiimjMRbOGOtDX43k9MObkdl6IOCU3%2F%7Ctkp%3ABk9SR6Da3oCNYg
Converse Canvas All Star J HI Khaki MADE IN JAPAN Limited CHUCK TAYLOR Very Rare,Brand New,"2,888,139.53 VND",,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif,https://www.ebay.com/itm/364245110955?hash=item54ceb350ab:g:m9sAAOSwwL5jAcJN&amdata=enc%3AAQAIAAAA4BylfGtUAFjVs5SnvqzE7uLGvENEj5LQUxOnnUVCQKG71prGTUxyathB83J9MWoUDS8dVlDbZzitVFiOZvrcB6Xr87AMaMzkzAR6EBgY6qSrCZ5Le9kds0YwE1XNb9Q%2Bc7Gv7%2BHqb5JFg%2BTAVbjifeDf0sb6m%2FEs0fgXATlo%2FieWLkEqbpaUJRMaMkW8MdDsQwPf3kUdBaWjFX0lQ3uFWzKU6DHonGY8Cy8rdkGmcScH9k9PuYgZLCnSRP8Nf217q7z3nhkn56SVz30III3YgIOZmXpcTgd65jvhjv1lOUZ3%7Ctkp%3ABk9SR6Da3oCNYg
Converse Chuck Taylor All Star Unisex Sneaker Shoes Run Star Cast Set 171666C,Brand New,"1,991,471.95 VND",,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif,https://www.ebay.com/itm/394371561058?hash=item5bd2607662:g:rsEAAOSw93ZjQU9d&amdata=enc%3AAQAIAAAA4P4ORxRQfrduuaeDOiE5g0RwqNaL58Gqno2s0d6gk%2FMIyax49qebcqMwskvqVMTeHQaM9OJu69GG5zl8T3yA6HvbotcKja6NgdVp5e01858QW027GHta00jF1fh5tzf4LbQ1UhHh3PL8A9rLKEX5Mm%2FwBzadnmtUQ%2FFWvqSs0vph5ZHErlOvW1og2Z%2FnZhsNC8UW%2FbqJelEAgQ6veTKnfJEbW2vqTvdfFMgtT%2Fskb5xMsyzi7MX6ZmcpSDdLsPuHwhaWUn8%2F2FbNBzvGz%2BZIkzrwPcpNAknidLtY0lP3BJv2%7Ctkp%3ABk9SR6Da3oCNYg
"Converse, Chuck 70 HI, Desert Sand, Brand New, 172692C",Brand New,"1,255,813.95 VND",,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif,https://www.ebay.com/itm/295657051197?hash=item44d688943d:g:WKsAAOSwLXFkQ3HY&amdata=enc%3AAQAIAAAAwPkeE7B2mlntbQoKJHv5Wcw1UrBO762mecdCmMN47ofFviYScSXWCykMWfwE6Hl5d7eJ%2FEG1BxiYEFa1FTi2RaQicUo%2Fv7SjjemNbG7HfCoaTwtImb%2B91L2CSFucHxZoh17bH9AdkKf3DnHdvvyLu40J8zOY8qB%2Fi4oQvsqVK8lcYic8pZ8A0DbK6HVM3FaQy5amQwSlFfY2PjJJozdQKwgZemQkvDGF3kdRR9v17kuEels3z%2FEBeRle%2FHReuZBCiA%3D%3D%7Ctkp%3ABk9SR6Da3oCNYg
Converse Chuck Taylor 70s Canvas High Top 162055C Navy White Unisex Size 4-12,Brand New,"1,860,232.56 VND",,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif,https://www.ebay.com/itm/394187311943?hash=item5bc7650b47:g:99MAAOSwTYhi6WDz&amdata=enc%3AAQAIAAAAwOuvcXOExEAeGTCjeg6y%2FRUQLjWOf9jEOfLzrxDwivcdAPIH95FOTm1H4X5qusnaX%2By0YBwIJtDSCtR8jpw%2FG79eWVsPPfII3mCi3MSEwdcKaQrINfzLmXmY2wIPJYdhNLR8vwwIXybn%2FmSi1SP2Jmc7%2B%2BwbfjxJOyYNLanlY8SsxYcEgbyqEG5epiY5k4%2BdhKb6ggKU8LkxrSwxfNZqz9i0KKW8Rj%2BItrGdK%2FynAzEMRnd8bXJ6AvKoTeqA4Jvyvg%3D%3D%7Ctkp%3ABk9SR6Da3oCNYg
NEW Converse Chuck Taylor All Star Pro Ox Suede Shoes Black Mens Sz 8.5 161579C,Brand New,"1,162,558.14 VND",,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif,https://www.ebay.com/itm/266165385116?epid=4050297569&hash=item3df8b1779c:g:RVcAAOSw0tFkCjme&amdata=enc%3AAQAIAAAA4BxDJgMcECPRlsmPSDx7wNETbAme9DsdtxAM2JrjcEXhhFloxcnwQGp8w2ERzclD99dtGtzbW40VlB9Rkm0ZWR6AN6Fe2M4Bl%2B1QlDJbuRi1bqQ7Yh%2BJHVzpyNhnnTt3wUbf7q5XFLV%2BuUWb%2FIZH6D6f8ik%2BnDa986w099zBdgeLYv0YZs6wpbZ3VHWxcSsWzXUZglKlcsenGfCXISaoUHi9ZjwDPa2qzybLy0UVFJFskIlVnNrIbC3E2zMzduXm2Rxu6LvsfELTR6Zm4F90UpeejQKKqu86kSz9W1eDn1dG%7Ctkp%3ABk9SR6La3oCNYg
Converse Chuck Taylor All Star High Street Hi Canvas Sneaker Black/White 151041F,Brand New,"1,464,651.16 VND",,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif,https://www.ebay.com/itm/334861503651?hash=item4df74d0ca3:g:kEoAAOSwC4BkVYdF&amdata=enc%3AAQAIAAAAwHhXVyKpkz2qzfG3SP3wi%2Fh3Mr12Z2JNFIYakNYs3UKfk5AtBm1K4JM2p%2BV1blvuXjnfKuHLALe%2FaJ6vHu%2FY9G1e181YEcLHlAOltR5whME47WOYkVDFlmrdqrMgVjfHFX%2BlYAqPwMXuj6rxcvUt3iakDp%2FCzoBglctTCSOXGn96yam3aOvYGR6PTZSRzAemfqtsEnT6LVlH2QWQawPnsEBbc0WSyzNQMWvo4sVfgdm3qZSq6YGZJz5WPujoTy2iRQ%3D%3D%7Ctkp%3ABk9SR6La3oCNYg
Converse Unisex Chuck Taylor Explore Hi Sneaker Egret/Stone/Rhubarb Pie A02810C,Brand New,"1,465,116.28 VND",,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif,https://www.ebay.com/itm/155447715374?hash=item243167e62e:g:oa8AAOSwJi9kDSDF&amdata=enc%3AAQAIAAAA4CCV4JN1y%2F5b7cY4MFMzLXog4DxN%2BhhmIHhDgMoh%2FN6TC0y%2B7A0iafdx%2BRZFtfSRh3Iwz%2Bm63t4iTGW5HlHc7g5MQwOg9zYz8OpMDurv4jkxQDQhYb%2B4IFUlJQwSJwH8o5sBorbwM5UAabp%2FodM8MbUFxwmiJvCEjJQHYOLZZXvnWrSsaV5WdN771fJ53FB4BbZKteAY16TCbeWsgFv5NBZx8stKBWUIw17glm2lPh9lC7DIIZVrc%2FxNf92MS%2FBE4nKf26WQjTmVawfTNHSEtiNqbPhZEGqasfOYghlMHB1f%7Ctkp%3ABk9SR6La3oCNYg
Converse Run Star Motion HI Black Sneakers - 171545C Expeditedship,Brand New,"2,258,372.09 VND to 3,188,604.65 VND",,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif,https://www.ebay.com/itm/185270500030?epid=6052115070&hash=item2b22fb7abe:g:AbsAAOSwYIxh8Pm2&amdata=enc%3AAQAIAAAA4BiMUFkoAD9kJk4NbAwoQjUZd%2FXwzxt0QO2T0clXlRY1CqsAwqroidjj1Y5FVf%2B41S0EZH%2Bi%2FA2YR4iXk5EkQzzldnbLWe74tXLeIDOROVzFBr1ntNF48h6YA3FiVnp5v3%2Frkjvcibe15DelywgxRbgNGcU1SA8dceitoSNGzLI9kuvx30uTPwersyKjzYhH3F5ykQDWWmN5KmhBcJx4mCBhqJM%2BG3tqpeROVc30eJETIVhOjA6iqk6kKQf1z1KT6lM%2B788N%2BkgAUnS6dglLDPZCPuBguVqPowPsIRZ%2Bblvz%7Ctkp%3ABk9SR6La3oCNYg
Converse Run Star Hike Platform Men's Shoes Grey-White,Brand New,"1,395,348.84 VND",,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif,https://www.ebay.com/itm/354767715084?hash=item5299cdbb0c:g:o74AAOSwYOdkV0p7&amdata=enc%3AAQAIAAAAwBPu3YdptshqtpYKOaz1sSNwo%2FXjlXle2rdfXu05t6qpdYHXhKFK5B5QCE7%2FADwuU0Zmx6pO0Qx5H6PkLgY8JuTpewTTUUVpLSBhs7JH5Vi2eIR%2BBQXI3fZQShamCUQaE3HzVobwX3W8Rl6dSvK2RfalrC4gToUIcHUOMK9mX68xvfean1DmNZwqABWnNFfkkbav%2FlvNvlkPfIU%2B%2FRyGrZDIJBUpOOVBtkCyQhp765mnH0H6z2EYSioJz%2BVxjxn%2Bxw%3D%3D%7Ctkp%3ABk9SR6La3oCNYg
NEW Converse One Star Pro Ox Leather Green White Shoes Sneakers Mens Size 8.5,Brand New,"1,162,558.14 VND",,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif,https://www.ebay.com/itm/266165316321?epid=18051948283&hash=item3df8b06ae1:g:yqIAAOSwSglkB6~Q&amdata=enc%3AAQAIAAAAwD3jeutDoodABYmXmZVYnirUx%2BS0ghPajsyF%2BV4YxaRFUOLzRq9aEC1RgaaEi16H0QlyV%2FDpn44oJH73sb8AuZDxdvVOEY7EDgaaokefrFxTJR05hcLzsQoXrL1K%2BhT%2BX3SJj61P0K%2BKn2y2CX1SlXMYVZr6N0cteKS5tBSKmvpkTIHz68ZaMQXUfwlwyISV1ZavOoAQi96KhMIH8B62agDYsiTtCN1YeeroUgydK8a%2Fi2w9V58UhLEoa6X%2BLVE93Q%3D%3D%7Ctkp%3ABk9SR6La3oCNYg
Converse Unisex Jack Purcell 3V Strap Black Canvas Shoes Men's Size 9 168136C,Brand New,"983,023.26 VND",,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif,https://www.ebay.com/itm/155537531061?hash=item2436c260b5:g:A2cAAOSwwkpkU9tH&amdata=enc%3AAQAIAAAAwBcpelYRjhuHN7YGDmuEEM6RhpJMiJc2jiV18%2Fsbo89GPJ8ffvs5j4YUNClOG7oO1OWQE6%2BB7he73%2FTJ99GYO0ODVsoJQq%2FE2%2BKL1vPGgSVsItjRv4Wovh28Tw5LKBa33KDK%2FzqyP0VUWHfq3sSUfK0u7XtLSK88SAPho%2BBH%2FkgAU2Pwde7VYcL11gOdcXfL6OWh4NildsfWL6YOlfyzHHTDikl5j5OVwzLRJDR03K%2FXe4QmEmztxbrqO1ObsvV%2BIQ%3D%3D%7Ctkp%3ABk9SR6La3oCNYg
Converse Chuck Taylor All Star Lift Hi White Black Platform Women Shoes 560846C,Brand New,"2,092,790.70 VND",,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif,https://www.ebay.com/itm/294428365321?epid=21051950202&hash=item448d4c5209:g:~VYAAOSwZTVhVR8Y&amdata=enc%3AAQAIAAAA4GSE27WCUy4nNS64JCGdQdlDMgc8quOkkF8sQJcMeZGUrFfLgSZBkTmsdD5mYDTKnDLVrs5aZwjOK6aF8Fh0LsD3teWrbVfkMfYe1X0YLsJGjGXsEuzEEGqpCu6yCzc1CtLlb%2FogFl9%2B5Wscvzjw3VKjsleDG87L8seHCwKgFLrPpGzg3Lyew5t1VrX%2FPZa4niUtIVMSxzJJaIUlU2ooZHCEk6VVRTTE8zIo26yjlSD1E7EOJE5KSHY4SS4EAViak%2BfaIyWaUZd4SS9MYlcR75Li%2F7QaV2%2F00bGyDvVJoPaW%7Ctkp%3ABFBMotregI1i
Converse All Star J HI Sneakers Black Men Canvas Made in Japan 32067961,New (Other),"2,325,348.84 VND to 2,869,767.44 VND",,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif,https://www.ebay.com/itm/384863950009?hash=item599badd4b9:g:WWMAAOSw2slibUez&amdata=enc%3AAQAIAAAA4Ju3p98%2BIya8dZM5duDjAoChx%2B5I7xndB%2FC%2FHiz99VJWoRfUtFJ%2FA3ULL%2B0uXY3L6YmtWAbImm0wsRyrJBDDG4ZZYWxbPhdSPrJEFcKh07GwXX4nTSMKfprv6j0vrpfAZiGwUMlAl84YAqGcyOo4D6K2Gdkxg5wxttZHygQCyrqWVVm25xLf0BAUfUs7dLakF2w9RZRro2QvXvTj5%2Fbi3C0Z4pGTQ8mqrDDDa%2BU%2FTV8FUUAZZmS%2BhCkEXcF%2FKrUk%2FYIkPmEmOCs8lohN4x0iNNKe19zbJLQepheQwjw%2FNspO%7Ctkp%3ABFBMpNregI1i
